"ivs" "subject" "acq" "hemi" "axis" "na.ratio" "num_voxels" "mean_dist" "x_dist" "y_dist" "z_dist" "overlap_ratio" "mean_fd" "interp" "fix_total" "fix_ratio" "hemi.d" "acq.d"
"1" 0.0359770944416189 "A00023510" "CAP" "l" "ant" 0.988505747126437 86 7.49141139131855 5.14625445897741 2.98692033293698 2.90117584885718 1 0.222339900706989 0 1 0.0117647058823529 0 0
"2" 0.0338818430957012 "A00023510" "CAP" "r" "ant" 0.949367088607595 75 7.17311987452209 4.80692196763339 3.23121294664316 2.83319980772312 1 0.222339900706989 0 1 0.0117647058823529 1 0
"3" 0.0310209060785258 "A00023510" "CAP" "l" "mid" 1 29 5.19913087112211 3.56718192627824 2.04042806183115 2.27229488703924 1 0.222339900706989 0 1 0.0117647058823529 0 0
"4" 0.0209721622285168 "A00023510" "CAP" "r" "mid" 1 45 6.29810255091528 4.36740740740741 3.06666666666667 2.04296296296296 1 0.222339900706989 0 1 0.0117647058823529 1 0
"5" 0.0646708299348587 "A00023510" "CAP" "l" "post" 1 36 6.92689509164189 5.18518518518518 2.15277777777778 2.93827160493827 1 0.222339900706989 0 1 0.0117647058823529 0 0
"6" 0.023877089737526 "A00023510" "CAP" "r" "post" 1 45 7.11288149261484 4.31407407407407 1.96740740740741 4.32444444444444 1 0.222339900706989 0 1 0.0117647058823529 1 0
"7" 0.033797994662953 "A00023510" "CAP" "l" "mid+post" 1 65 8.82001905533979 5.00307692307692 5.01159763313609 3.83550295857988 1 0.222339900706989 0 1 0.0117647058823529 0 0
"8" 0.0158873460303729 "A00023510" "CAP" "r" "mid+post" 1 90 9.85869415976797 4.85037037037037 5.53333333333333 5.2862962962963 1 0.222339900706989 0 1 0.0117647058823529 1 0
"9" 0.0414196753424975 "A00023510" "CAP" "l" "one" 1 27 5.91274399477055 4.74897119341564 1.33333333333333 2.16049382716049 1 0.222339900706989 0 1 0.0117647058823529 0 0
"10" 0.0282436938687622 "A00023510" "CAP" "r" "one" 0.914893617021277 43 6.56176712521607 4.87822544137619 1.95563603440471 2.90583974649163 1 0.222339900706989 0 1 0.0117647058823529 1 0
"11" 0.036385377427357 "A00023510" "CAP" "l" "two" 1 46 6.787220563312 5.41020793950851 1.47448015122873 2.74574669187146 1 0.222339900706989 0 1 0.0117647058823529 0 0
"12" 0.0375145149163348 "A00023510" "CAP" "r" "two" 1 32 5.69423607627099 4.59375 1.494140625 2.10546875 1 0.222339900706989 0 1 0.0117647058823529 1 0
"13" 0.0142021394834296 "A00023510" "CAP" "l" "three" 0.962962962962963 26 5.33351375161324 4.14814814814815 1.49794238683128 2.37174211248285 1 0.222339900706989 0 1 0.0117647058823529 0 0
"14" 0.0259863637766395 "A00023510" "CAP" "r" "three" 1 25 5.38389434255071 4.3008 1.4976 2.0944 1 0.222339900706989 0 1 0.0117647058823529 1 0
"15" 0.0431095656889909 "A00023510" "CAP" "l" "four" 1 16 4.36811207024917 3.375 1.40625 1.640625 1 0.222339900706989 0 1 0.0117647058823529 0 0
"16" 0.0264867529846977 "A00023510" "CAP" "r" "four" 1 20 5.1542854929145 4.26 1.485 1.925 1 0.222339900706989 0 1 0.0117647058823529 1 0
"17" 0.0493719763850046 "A00023510" "CAP" "l" "five" 1 21 5.7439541711111 4.69387755102041 1.49659863945578 2.14285714285714 1 0.222339900706989 0 1 0.0117647058823529 0 0
"18" 0.01907295702711 "A00023510" "CAP" "r" "five" 1 31 7.18639588350866 5.00104058272633 1.42351716961498 4.31945889698231 1 0.222339900706989 0 1 0.0117647058823529 1 0
"19" 0.0934793128689427 "A00023510" "CAP" "l" "six" 1 15 6.00351692807111 5.22666666666667 0 2.17777777777778 1 0.222339900706989 0 1 0.0117647058823529 0 0
"20" 0.07698209713124 "A00023510" "CAP" "r" "six" 1 14 4.91830866205216 2.81632653061225 0.734693877551022 3.5 1 0.222339900706989 0 1 0.0117647058823529 1 0
